"code_grand_domaine","code_domaine_professionnel","numero_fiche_rome","intitule","libelle_appellation_long","libelle_appellation_court","type_provenance","code_fiche","ogr_rome","ogr_appellation"
"","","","","Aide d'élevage caprin","Aide d'élevage caprin","4","31","17","10834"
"","","","","Aide d'élevage cunicole (lapins)","Aide d'élevage cunicole (lapins)","4","31","17","10835"
"","","","","Aide d'élevage de chevaux","Aide d'élevage de chevaux","4","31","17","10836"
"","","","","Aide d'élevage en production de volaille","Aide d'élevage en production de volaille","4","31","17","10837"
"","","","","Aide d'élevage en production laitière","Aide d'élevage en production laitière","4","31","17","10838"
"","","","","Aide d'élevage ovin","Aide d'élevage ovin","4","31","17","10840"
"","","","","Aide d'élevage porcin","Aide d'élevage porcin","4","31","17","10841"
"","","","","Aide-vacher / Aide-vachère","Aide-vacher / Aide-vachère","4","31","17","10898"
"","","","","Ramasseur / Ramasseuse de volaille","Ramasseur / Ramasseuse de volaille","4","31","17","18280"
"","","","","Ramasseur / Ramasseuse d'œufs","Ramasseur / Ramasseuse d'œufs","4","31","17","18282"
"","","","","Sexeur / Sexeuse de volailles","Sexeur / Sexeuse de volailles","4","31","17","19431"
"","","","","Tondeur / Tondeuse de moutons","Tondeur / Tondeuse de moutons","4","31","17","20364"
"A","14","04","Aquaculteur / Aquacultrice","","","3","52","18",""
"","","","","Aquaculteur / Aquacultrice","Aquaculteur / Aquacultrice","4","52","18","11099"
"","","","","Chef d'exploitation aquacole","Chef d'exploitation aquacole","4","52","18","12511"
"","","","","Conchyliculteur / Conchylicultrice (coquillages)","Conchyliculteur / Conchylicultrice (coquillages)","4","52","18","12843"
"","","","","Crustaciculteur / Crustacicultrice (crustacés)","Crustaciculteur / Crustacicultrice (crustacés)","4","52","18","13851"
"","","","","Échiniculteur / Échinicultrice (oursins)","Échiniculteur / Échinicultrice (oursins)","4","52","18","14558"
"","","","","Greffeur / Greffeuse d'huîtres perlières","Greffeur / Greffeuse d'huîtres perlières","4","52","18","489094"
"","","","","Mytiliculteur / Mytilicultrice (moules)","Mytiliculteur / Mytilicultrice (moules)","4","52","18","16944"
"","","","","Ostréiculteur / Ostréicultrice (huîtres)","Ostréiculteur / Ostréicultrice (huîtres)","4","52","18","17375"
"","","","","Pectiniculteur / Pectinicultrice (coquilles Saint-Jacques)","Pectiniculteur / Pectinicultrice (coquilles Saint-Jacques)","4","52","18","17601"
"","","","","Responsable d'exploitation aquacole","Responsable d'exploitation aquacole","4","52","18","489093"
"","","","","Salmoniculteur / Salmonicultrice (saumons)","Salmoniculteur / Salmonicultrice (saumons)","4","52","18","19303"
"","","","","Vénériculteur / Vénéricultrice (palourdes)","Vénériculteur / Vénéricultrice (palourdes)","4","52","18","20649"
"A","14","05","Arboriculteur / Arboricultrice","","","3","43","19",""
"","","","","Arboriculteur / Arboricultrice","Arboriculteur / Arboricultrice","4","43","19","11103"
"","","","","Arboriculteur ornemental / Arboricultrice ornementale","Arboriculteur ornemental / Arboricultrice ornementale","4","43","19","11104"
"","","","","Fruiticulteur / Fruiticultrice","Fruiticulteur / Fruiticultrice","4","43","19","15172"
"","","","","Kiwiculteur / Kiwicultrice","Kiwiculteur / Kiwicultrice","4","43","19","16141"
"","","","","Oléiculteur / Oléicultrice","Oléiculteur / Oléicultrice","4","43","19","17044"
"","","","","Ouvrier / Ouvrière arboricole","Ouvrier / Ouvrière arboricole","4","43","19","17403"
"","","","","Ouvrier / Ouvrière en arboriculture","Ouvrier / Ouvrière en arboriculture","4","43","19","17490"
"","","","","Pomiculteur / Pomicultrice","Pomiculteur / Pomicultrice","4","43","19","17876"
"","","","","Producteur / Productrice d'ananas","Producteur / Productrice d'ananas","4","43","19","18082"
"","","","","Producteur / Productrice de bananes","Producteur / Productrice de bananes","4","43","19","18083"
"","","","","Pruniculteur / Prunicultrice","Pruniculteur / Prunicultrice","4","43","19","18225"
"","","","","Tailleur / Tailleuse de fruitiers","Tailleur / Tailleuse de fruitiers","4","43","19","38078"
"A","14","06","Capitaine de pêche","","","3","61","20",""
"","","","","Capitaine de pêche","Capitaine de pêche","4","61","20","11668"
"","","","","Commandant / Commandante de pêche","Commandant / Commandante de pêche","4","61","20","12733"
"","","","","Encadrant / Encadrante de pêche","Encadrant / Encadrante de pêche","4","61","20","404949"
"","","","","Lieutenant / Lieutenante de pêche","Lieutenant / Lieutenante de pêche","4","61","20","16187"
"","","","","Patron / Patronne à la pêche","Patron / Patronne à la pêche","4","61","20","17582"
"","","","","Patron / Patronne de pêche","Patron / Patronne de pêche","4","61","20","17583"
"","","","","Second / Seconde de pêche","Second / Seconde de pêche","4","61","20","19355"
"A","14","07","Éleveur / Éleveuse de bovins","","","3","45","21",""
"","","","","Agriculteur / Agricultrice de production laitière","Agriculteur / Agricultrice de production laitière","4","45","21","10802"
"","","","","Ânier / Ânière","Ânier / Ânière","4","45","21","10966"
"","","","","Bouvier / Bouvière","Bouvier / Bouvière","4","45","21","11583"
"","","","","Conducteur / Conductrice d'atelier de production animale bovine ou équine","Conducteur(trice) d'atelier de prod animale bovine ou équine","4","45","21","12869"
"","","","","Conducteur / Conductrice d'atelier de vaches allaitantes","Conducteur / Conductrice d'atelier de vaches allaitantes","4","45","21","12872"
"","","","","Éleveur / Éleveuse d'ânes","Éleveur / Éleveuse d'ânes","4","45","21","14684"
"","","","","Éleveur / Éleveuse de bisons","Éleveur / Éleveuse de bisons","4","45","21","14688"
"","","","","Éleveur / Éleveuse de bovins","Éleveur / Éleveuse de bovins","4","45","21","14689"
"","","","","Éleveur / Éleveuse de chevaux","Éleveur / Éleveuse de chevaux","4","45","21","14694"
"","","","","Éleveur / Éleveuse de poneys","Éleveur / Éleveuse de poneys","4","45","21","14708"
"","","","","Éleveur / Éleveuse de poulains","Éleveur / Éleveuse de poulains","4","45","21","14711"
"","","","","Éleveur / Éleveuse de taurillons","Éleveur / Éleveuse de taurillons","4","45","21","14715"
"","","","","Éleveur / Éleveuse de vaches laitières","Éleveur / Éleveuse de vaches laitières","4","45","21","14716"
"","","","","Éleveur / Éleveuse de vaches laitières et de bétail viande","Éleveur / Éleveuse de vaches laitières et de bétail viande","4","45","21","14717"
"","","","","Éleveur / Éleveuse de veaux de boucherie","Éleveur / Éleveuse de veaux de boucherie","4","45","21","14718"
"","","","","Éleveur / Éleveuse en production bovine ou équine","Éleveur / Éleveuse en production bovine ou équine","4","45","21","14724"
"","","","","Éleveur-sélectionneur / Éleveuse-sélectionneuse en production bovine ou équine","Sélectionneur / Sélectionneuse production bovine ou équine","4","45","21","14730"
"","","","","Étalonnier / Étalonnière","Étalonnier / Étalonnière","4","45","21","14906"
"","","","","Gardian","Gardian","4","45","21","15211"
"","","","","Manadier / Manadière","Manadier / Manadière","4","45","21","16330"
"","","","","Ouvrier / Ouvrière agricole en production bovine","Ouvrier / Ouvrière agricole en production bovine","4","45","21","17389"
"","","","","Ouvrier / Ouvrière agricole en production équine","Ouvrier / Ouvrière agricole en production équine","4","45","21","17394"
"","","","","Ouvrier / Ouvrière agricole en production laitière","Ouvrier / Ouvrière agricole en production laitière","4","45","21","17395"
"","","","","Ouvrier / Ouvrière de production bovine","Ouvrier / Ouvrière de production bovine","4","45","21","17456"
"","","","","Ouvrier / Ouvrière d'élevage en production bovine","Ouvrier / Ouvrière d'élevage en production bovine","4","45","21","17463"
"","","","","Ouvrier / Ouvrière d'élevage en production bovine biologique","Ouvrier / Ouvrière d'élevage en production bovine biologique","4","45","21","17464"
"","","","","Ouvrier / Ouvrière d'élevage en production équine","Ouvrier / Ouvrière d'élevage en production équine","4","45","21","17468"
"","","","","Ouvrier / Ouvrière d'élevage laitier bovin","Ouvrier / Ouvrière d'élevage laitier bovin","4","45","21","17471"
"","","","","Producteur / Productrice de lait bovin","Producteur / Productrice de lait bovin","4","45","21","18085"
"","","","","Producteur / Productrice de viande bovine","Producteur / Productrice de viande bovine","4","45","21","18098"
"","","","","Producteur / Productrice de viande équine","Producteur / Productrice de viande équine","4","45","21","18099"
"","","","","Responsable de troupeau","Responsable de troupeau","4","45","21","18890"
"","","","","Responsable d'élevage bovin","Responsable d'élevage bovin","4","45","21","18900"
"","","","","Responsable d'élevage équin","Responsable d'élevage équin","4","45","21","18904"
"","","","","Vacher / Vachère","Vacher / Vachère","4","45","21","20498"
"A","14","08","Éleveur / Éleveuse d'animaux","","","3","51","22",""
"","","","","Coturniculteur / Coturnicultrice (cailles)","Coturniculteur / Coturnicultrice (cailles)","4","51","22","13763"
"","","","","Cyniculteur / Cynicultrice (gibiers)","Cyniculteur / Cynicultrice (gibiers)","4","51","22","13882"
"","","","","Éleveur / Éleveuse d'animaux","Éleveur / Éleveuse d'animaux","4","51","22","404411"
"","","","","Éleveur / Éleveuse d'animaux à fourrure","Éleveur / Éleveuse d'animaux à fourrure","4","51","22","14685"
"","","","","Éleveur / Éleveuse d'animaux de compagnie","Éleveur / Éleveuse d'animaux de compagnie","4","51","22","14686"
"","","","","Éleveur / Éleveuse d'autruches","Éleveur / Éleveuse d'autruches","4","51","22","14687"
"","","","","Éleveur / Éleveuse de cervidés","Éleveur / Éleveuse de cervidés","4","51","22","14692"
"","","","","Éleveur / Éleveuse de chats","Éleveur / Éleveuse de chats","4","51","22","14693"
"","","","","Éleveur / Éleveuse de chiens","Éleveur / Éleveuse de chiens","4","51","22","14698"
"","","","","Éleveur / Éleveuse de crocodiles","Éleveur / Éleveuse de crocodiles","4","51","22","14700"
"","","","","Éleveur / Éleveuse de grands gibiers","Éleveur / Éleveuse de grands gibiers","4","51","22","14701"
"","","","","Éleveur / Éleveuse de lamas","Éleveur / Éleveuse de lamas","4","51","22","14702"
"","","","","Éleveur / Éleveuse de petits gibiers","Éleveur / Éleveuse de petits gibiers","4","51","22","14707"
"","","","","Éleveur / Éleveuse de reptiles","Éleveur / Éleveuse de reptiles","4","51","22","14712"
"","","","","Éleveur / Éleveuse de reptiles aquatiques","Éleveur / Éleveuse de reptiles aquatiques","4","51","22","14713"
"","","","","Éleveur / Éleveuse de rongeurs","Éleveur / Éleveuse de rongeurs","4","51","22","14714"
"","","","","Éleveur / Éleveuse de visons","Éleveur / Éleveuse de visons","4","51","22","14719"
"","","","","Éleveur / Éleveuse d'escargots","Éleveur / Éleveuse d'escargots","4","51","22","14721"
"","","","","Éleveur / Éleveuse d'insectes","Éleveur / Éleveuse d'insectes","4","51","22","14722"
"","","","","Féliniculteur / Félinicultrice (félins)","Féliniculteur / Félinicultrice (félins)","4","51","22","15062"
"","","","","Garçon / Fille de chenil","Garçon / Fille de chenil","4","51","22","15189"
"","","","","Héliciculteur / Hélicicultrice (escargots)","Héliciculteur / Hélicicultrice (escargots)","4","51","22","15467"
"","","","","Lombriculteur / Lombricultrice (lombrics)","Lombriculteur / Lombricultrice (lombrics)","4","51","22","16215"
"","","","","Ouvrier / Ouvrière cynicole","Ouvrier / Ouvrière cynicole","4","51","22","17416"
"","","","","Raniculteur / Ranicultrice (grenouilles)","Raniculteur / Ranicultrice (grenouilles)","4","51","22","18287"
"","","","","Sériciculteur / Séricicultrice (vers à soie)","Sériciculteur / Séricicultrice (vers à soie)","4","51","22","19412"
"","","","","Zootechnicien / Zootechnicienne","Zootechnicien / Zootechnicienne","4","51","22","20741"
"A","14","09","Aviculteur / Avicultrice","","","3","48","23",""
"","","","","Accouveur / Accouveuse","Accouveur / Accouveuse","4","48","23","10232"
"","","","","Aviculteur / Avicultrice","Aviculteur / Avicultrice","4","48","23","11467"
"","","","","Éleveur / Éleveuse de lapins","Éleveur / Éleveuse de lapins","4","48","23","14703"
"","","","","Éleveur / Éleveuse de lapins angoras","Éleveur / Éleveuse de lapins angoras","4","48","23","14704"
"","","","","Éleveur / Éleveuse de lapins ou de volailles","Éleveur / Éleveuse de lapins ou de volailles","4","48","23","14705"
"","","","","Éleveur / Éleveuse de volailles","Éleveur / Éleveuse de volailles","4","48","23","14720"
"","","","","Éleveur-sélectionneur / Éleveuse-sélectionneuse en production de lapins","Éleveur(se)-sélectionneur(se) en production de lapins","4","48","23","14731"
